299.43710174564063,271.3351809555983,161.68576377002464,109.14794384521309,191.16428444479777,156.60359467138466,279.73454143630113,123.57663597565143,179.89401009951564,214.59916282288515,320.1366876884839,189.02322814065184,0,5,3,1,2,4,527.9851287626103
116.59729942990374,270.63636635109776,225.96992391948277,106.41456094279317,320.667533189678,344.40527971223725,288.3206016988916,318.20393389286437,125.79796002878311,262.1953181845418,317.1224435895979,247.2947778725184,1,5,2,3,0,4,682.4840584465132
178.44638252213184,57.72789262221888,166.1058465224797,223.53826636923552,321.72859230231694,339.1470695254966,180.02817737963304,306.22572652578305,109.6600008773868,286.6340437792323,203.32727374656653,29.56355255330616,0,1,4,3,2,5,838.4804550071478
258.9040230812851,154.61765122288733,293.0746175731757,242.14979040035152,25.37141627718919,185.4128066012305,306.97090203515376,104.2710349883179,130.69141789290177,307.90315043531274,87.09680473827692,209.44099070171836,0,3,1,4,2,5,791.4982071177828
102.55017679994656,339.4505813442966,286.03332751595775,170.59011071656036,51.14489102957401,129.01774651857738,190.08070881918653,328.1709928737447,60.443799927608694,204.16185497942914,254.63245820673913,202.91829618173773,0,3,5,1,2,4,730.1766917991438
289.7017305696842,200.5921722653553,338.2475274414853,221.03532908744947,215.9755458570168,169.62143353954275,218.79323001450953,150.09287244111465,212.08657960358877,119.35708828089635,86.55218178016574,85.68709668305542,4,5,2,0,1,3,587.261802441559
224.15128345729718,238.41430142162937,179.87257240304874,54.19291738856794,271.2212746390919,309.9503705174018,325.09883018254123,298.7995725205593,316.90626444131067,325.0017929415575,200.6949756081177,152.1712163262531,0,5,1,3,4,2,635.1988656856054
254.21710495268204,114.58108942644132,288.77933026506054,301.08293868556933,315.8876644136694,216.68538464762696,333.6735838004392,213.40087849232194,171.43300965512543,239.57974805227641,348.78379778991115,323.0058958329232,0,4,1,5,3,2,594.3088822966351
282.8306523423229,51.771221163910404,224.15450913823148,183.09436563997923,229.79788563372867,299.65021209324243,103.98657717010327,262.7339967570255,63.068645292768345,96.64967448204426,283.2394658059372,133.074248496388,1,2,3,4,0,5,801.8748855615192
290.17175637343934,57.69744407023126,72.56650889649876,251.7429580621526,39.701072056324016,211.50646195647926,320.7552047771879,198.61433968473528,246.19146808273337,33.676458265216695,231.37497072122395,222.05998577012116,0,3,5,1,2,4,772.7360787414955
212.18470811025074,152.14305802991873,145.29548060893592,343.6679114603623,36.827412223732885,32.031865702882826,337.3351660778736,85.11588095416747,65.26592843794032,93.43736571316009,285.2426418651088,329.51497655948873,0,2,4,1,5,3,1075.45572050724
32.40433709231397,163.3261203892156,57.98757129660517,109.4739641826704,96.76951317780313,235.25085894647984,138.84553940387298,83.60331799714855,188.68186419321336,37.798079802525024,57.79940338641415,346.17642333481285,1,3,4,2,5,0,732.1789118331295
89.79063190179546,141.5304729262706,262.7694495232422,297.4561336878603,323.5066701484827,80.062996981677,243.6081831612421,339.1283934890345,43.866556743612065,244.76557989729793,299.76299295302533,136.25157585053978,0,2,5,1,3,4,847.8230401741401
106.47338526766129,218.9572028775586,168.75206095220065,81.81633244671838,178.27825990629358,158.21925358870524,209.96164034539106,190.29504227035576,126.21995032506722,141.07429684183543,297.2398816699182,106.55311606719454,1,5,3,2,0,4,544.2250534042354
207.1950711273953,29.04180361952718,266.01167265846567,134.17288020387468,39.85136040973541,116.28702837096318,103.04238254356504,334.76703544403466,139.4733074925399,118.56032232833,141.74038910746756,332.7443965888146,0,1,5,3,2,4,832.799914920066
230.96805198100708,226.84997482606687,257.5762888479733,151.10560147656435,159.68584619010537,236.52068023558712,25.49537210343406,87.50060090451964,133.68054946531302,102.81018706043653,232.1548053670226,148.0606228550057,0,2,3,4,5,1,595.9913232608134
309.51260230673057,209.64921179581236,159.68207892218442,155.73679941370085,253.0946277784445,160.92362982005147,240.21366391649067,40.20339793595944,169.7394616586197,109.2487501203474,76.24813593975102,196.46126730447477,1,5,0,2,3,4,668.6551876387224
183.36132034743542,207.45660082468873,270.5325493590718,312.25942513082776,185.7393678719682,126.41893008548371,176.73997648957015,287.93990364211777,309.3803077310881,289.03485301822167,86.10042056651909,349.8116168229824,3,5,1,4,2,0,709.329978648316
230.75384697344762,52.12679130711203,260.80516552492657,345.7169810666667,155.59046721907666,245.51737670363968,127.75756959693626,94.39551517102623,258.1303465760871,25.766208533790014,292.3877084227101,196.71244247943267,1,5,4,0,3,2,774.953458477608
